"name","introduction","altname","pathogenic_site","department","population","symptom","inspect","complication","treatment","medication"
"弓形体病","弓形体病(toxoplasmosis)又称弓形虫病是由肉孢子虫科弓形虫属的龚地弓形虫引起的人畜共患性原虫病。本病为全身性疾病，呈世界性分布，人群普遍易感，但多为隐性感染，发病者由于弓形体寄生部位及机体反应性的不同，临床表现较复杂，有一定病死率及致先天性缺陷率，近年确认本病为艾滋病重要的致命性机会性感染。","弓浆虫病,弓形虫病,住血原虫病","颅脑","传染科,呼吸内科,心血管内科","艾滋病患者多发","斑疹,溃疡,头痛,昏迷,恶心与呕吐","寄生虫感染免疫检测,血清弓形体抗体","慢性肺炎,心肌炎,睾丸炎,脑膜炎","药物治疗","乙酰螺旋霉素片,螺旋霉素片,津力达颗粒,详细"
"直立性低血压","直立性低血压是指突然站立时血压得急剧下降，引起内环境稳定受损。见于15%～20%的一般老年人。其患病率随年龄、患心血管病和基础血压的增高而增多。","None","全身","神经内科,血液科,中西医结合科","平时血压低或是老年人易发","心慌,出冷汗,蹲下起来后眼前发黑,起搏频率增高,头晕",,"尿失禁,便秘,阳痿","生活习惯改善、药物治疗","盐酸米多君片,重酒石酸去甲肾上腺素注射液,盐酸倍他司汀片,详细"
"慢性粒细胞白血病","慢粒是一种骨髓增殖性疾病，其特点是粒系(包括已成熟的和幼稚阶段的粒细胞)产生过多。在疾病早期，这些细胞尚具有分化的能力，且骨髓功能是正常的。本病常于数年内保持稳定，最后转变为恶性程度更高的疾病。本病患者以年龄在30～40岁间居多，20岁以下者罕见。","慢性髓细胞白血病、慢粒","血液血管","血液科","50岁以上的人群最常见","血象异常,乏力,低烧,盗汗,体重减轻","白细胞分类计数,血液分析仪,血液生化六项,骨髓单核细胞系统,骨髓各系细胞形态学检查","成人型慢性粒细胞白血病,幼年型慢性粒细胞白血病,老年人慢性粒细胞白血病,小儿成人型慢性粒细胞白血病,小儿慢性粒细胞白血病","马利兰、异靛甲、羟基脲、二溴甘露醇、6-疏基嘌呤、三尖杉酯碱","注射用重组人干扰素α2b(假单胞菌),注射用重组人干扰素α2b,甲氨蝶呤片,详细"
"葡萄糖-6-磷酸脱氢酶缺乏症","红细胞葡萄糖-6-磷酸脱氢酶(G-6-PD)缺乏所致的溶血性贫血，是一组异质性疾病。是红细胞酶缺乏所致溶血中最常见的一种。本病系X连锁不完全显性遗传。G-6-PD活性测定是确诊本病的主要手段。目前对该病尚无根治方法。","蚕豆黄","血液血管","血液科","婴幼儿及青少年多见","头痛,头晕,少尿,疲乏,低氧血症","不稳定血红蛋白,心电图,胸部平片,葡萄糖-6-磷酸脱氢酶","黄疸,贫血,胆石症",,"维生素E软胶囊,红细胞葡萄糖—6—磷酸脱氢酶(G6PD)活性筛查试剂盒(纯化学反应荧光法),LEO-8100型荧光斑点检测仪,详细"
"重金属中毒","因为重金属能够使蛋白质的结构发生不可逆的改变，蛋白质的结构改变功能就会丧失(体内的酶就不能够催化化学反应，细胞膜表面的载体就不能运入营养物质、排出代谢废物，肌球蛋白和肌动蛋白就无法完成肌肉收缩)，所以体内细胞就无法获得营养，排除废物，无法产生能量，细胞结构崩溃和功能丧失，人体也就不行了。重金属中毒的例子有：汞中毒、铅中毒等。","None","全身","急诊科,血液科","所有人群","双手震颤,头部震颤,肌痛,肚子疼,头痛","尿常规,脑电图,血清N-乙酰-β-氨基葡萄糖酶","汞中毒,慢性铅中毒,砷中毒,铅中毒,铊中毒",,"谷胱甘肽,硫普罗宁注射液,硫普罗宁注射液,详细"
"急性早幼粒细胞白血病","急性早幼粒细胞白血病(acute promyelocytic leukemia，APL)是急性髓细胞白血病(AML)的一种特殊类型，被FAB协作组定为急性髓细胞白血病M3型。近年来随着对APL细胞生物学的特性认识的不断提高和治疗方法改进，使治疗结果和预后得到了很大的改善，早期死亡率明显下降。","急性前髓细胞性白血病,急性早幼粒细胞性白血病","骨髓","血液科","中青年多见","四肢无力,脾肿大,肝肿大,腋下淋巴肿大,淋巴结肿大","3p试验,凝血时间,细胞免疫检查,血浆纤维蛋白原,骨髓显像","败血症,休克","药物治疗","乌苯美司胶囊,醋酸泼尼松片,维A酸片,详细"
"朗格汉斯细胞组织细胞增生症","朗格汉斯细胞的组织细胞增多症(langerhans’cell histiocytosis，LCH)又名朗格汉斯细胞肉芽肿(Langerhan-cell granulomatosis)为一种朗格汉斯细胞增生性疾病，侵犯皮肤和皮肤外的器官。本病可累及皮肤、骨骼、肺、神经系统和其他器官。临床上可分3型：即Letterer-siwe病，Hand-schüller-christian病和嗜酸性粒细胞肉芽肿。但三者之间无明显界限，常可重叠或互相转变。一般而言，如果在一岁内发病，则常以致死性内脏损害为特点，多为Letterer-siwe病，如在幼年发病，常以多发性骨损害为主，而内脏损害轻者，即Hand-schüller-christian病;在较大的儿童和成人，本病通常局限，常表现为1个或数个骨损害，即嗜酸性粒细胞肉芽肿。","组织细胞增生症，莱特勒西韦综合征，汉-薛-柯综合征，骨嗜酸肉芽肿，细胞组织细胞增生症 ","肺","血液科,肿瘤科","青年人发病","肝脾肿大,斑丘疹,肝功能异常,腹水,吞咽困难","肝功能,肺功能,肾功能,血浆纤维蛋白原,骨髓象分析","尿崩症,骨肉瘤,骨髓炎,单纯性肺嗜酸性粒细胞增多症",,"中/长链脂肪乳注射液(C8～24),脂肪乳氨基酸(17)葡萄糖(11%)注射液,详细"
"中性粒细胞减少症","中性粒细胞减少症(neutrophilic granuloaytopenia)是外周血中性粒细胞绝对值计数(白细胞总数×中性粒细胞百分比)，<10岁的儿童低于1.5×109/L，10～14岁儿童低于1.8×109/L，成人低于2.0×109/L。当粒细胞严重减少，低于0.5×109/L时，称粒细胞缺乏症(agranulocytosis)。","嗜中性白细胞减少症,嗜中性白血球减少症","血液血管","血液科","先天性或后天获得性，先天性...","乏力,白细胞减少,真菌感染,粒细胞减少,粒细胞减少","涂片,血液及骨髓细菌培养,骨髓象分析","粒细胞缺乏症","病因治疗、药物治疗","重组人粒细胞刺激因子注射液,重组人粒细胞刺激因子注射液,伊曲康唑胶囊,详细"
"缺铁性贫血","缺铁性贫血(iron deficiency anemia, IDA)是由于体内缺少铁质而影响血红蛋白合成所引起的一种常见贫血。在红细胞的产生受到限制之前，体内的铁贮存已耗尽，此时称为缺铁。这种贫血特点是骨髓、肝、脾及其他组织中缺乏可染色铁，血清铁浓度和血清转铁蛋白饱和度均降低。典型病例贫血是属于小细胞低色素型。本病是贫血中常见类型，普遍存在于世界各地。缺铁性贫血的原因：一是铁的需要量增加而摄入不足，二是铁的吸收不良，三是失血过多等，均会影响血红蛋白和红细胞生存而发生贫血。","痿黄","血液血管","血液科,中医科,营养科","所有人，妇女多数","面色苍白,食欲减退,红细胞偏低,红细胞分布宽度偏低,剧烈运动后头晕","异常红细胞形态,红细胞检查,血清转铁蛋白,血清铁,血清铁蛋白","None","药物治疗","驴胶补血颗粒,健脾生血颗粒,琥珀酸亚铁片,详细"
"坏死性淋巴结炎","组织细胞增生性坏死性淋巴结炎(histiocytic necrotic lymphadenitis)是一种非肿瘤性淋巴结增大性疾病，属淋巴结反应性增生病变。","组织细胞坏死性淋巴结炎,病毒性淋巴结炎,亚急性淋巴结炎","淋巴","血液科","患者多见于青春期，年龄在10...","白细胞减少,弛张热,粒细胞减少,高热,肝脾肿大","CT检查,肝、胆、脾CT,肝脏超声检查,脾脏B超,骨髓象分析","多重肺部感染","药物治疗","泼尼松龙,重组人干扰素α2b注射液,清热散结片,详细"
"霍奇金淋巴瘤","霍奇金淋巴瘤(Hodgkin Lymphoma)，曾被称为霍奇金氏病，何杰金氏病，或何杰金氏淋巴瘤。它是源于淋巴细胞的一种癌变。“霍奇金”的命名是源于Thomas Hodgkin在1832年第一个描述了这种淋巴系统独特的恶性疾病。它常开始发生于一组淋巴结，然后扩散到其他淋巴结或结外器官、组织。其组织病理学特征为恶性Reed-Sternberg(里-斯)细胞的出现。目前，化疗、放疗和骨髓移植在霍奇金淋巴瘤治疗上的应用，使它已经成为可以治愈的肿瘤。","霍奇金病,何杰金病,淋巴网状细胞肉瘤","淋巴","肿瘤科,血液科","15～34岁为高峰男性多于女性","淋巴液流出,疱疹,淋巴结肿大,血小板减少,皮肤搔痒","四肢的骨和关节平片,肝、胆、胰、脾MRI,胸部平片,血管造影,静脉肾盂造影","恶心和呕吐,中枢神经系统感染,淋巴癌","放疗、化疗","重组人干扰素α-2b注射液,注射用盐酸博来霉素,注射用盐酸表柔比星,详细"
"高钙血症","高钙血症是指血清离子钙浓度的异常升高。当进入细胞外液的钙(肠、骨)超过了排出的钙(肠、肾)则发生高钙血症，血钙浓度高于2.75mmol/L。引起高钙血症的病因有两大类：PTH依赖性和非PTH依赖性高钙血症。一般认为血清钙在3.75mmol/L以上，可发生高钙危象，处理不当有生命危险，是一种临床急症。","血钙过多症,血内钙过多症","血液血管","内分泌科,血液科,内科","原发性甲状旁腺功能亢进者多...","乏力,木僵,头痛,抑郁,乏力","CT检查,血清钙","间质性肾炎,肾结石","药物治疗、手术治疗","呋塞米注射液,帕米膦酸二钠葡萄糖注射液,依降钙素注射液,详细"
"维生素B12缺乏所致贫血","维生素B12缺乏所致贫血是指由于各种原因造成机体内维生素B12缺乏所导致的贫血。维生素B12缺乏性贫血常用的代名词是恶性贫血，经典的恶性贫血指内因子分泌丧失导致B12缺乏所引起的。","None","血液血管","血液科,内科","维生素B12缺乏者多见","嗜睡,反应迟钝,无力,颤抖,心脏扩大","叶酸,维生素B12,血液检查,骨髓象分析","贫血,神经官能症,口角炎",,"维生素B12,维生素B12,甲钴胺注射液,详细"
"过敏性休克","过敏性休克(anaphylaxis,anaphylactic shock)是外界某些抗原性物质进入已致敏的机体后，通过免疫机制在短时间内发生的一种强烈的多脏器累及症群。过敏性休克的表现与程度，依机体反应性、抗原进入量及途径等而有很大差别。通常都突然发生且很剧烈，若不及时处理，常可危及生命。","风厥","全身","急诊科,血液科","过敏体质人群接触变应原后易...","意识模糊,皮肤瘙痒,皮肤苍白,皮肤有瘙痒抓痕,口唇苍白","中心静脉压,动脉血气分析,红细胞压积(HCT),肺动脉楔压,血压测量","意识障碍","药物治疗","盐酸异丙嗪注射液,盐酸肾上腺素注射液,肾上腺素,详细"
"低血糖症","指由多种原因引起的血糖浓度过低所致的综合症。一般以血浆血糖浓度＜2.8mmol/L，或全血葡萄糖<2.5mmol/L为低血糖。儿童低血糖诊断标准比成人值低1.11mmol/L。","饥厥,食厥，低血糖","全身","血液科,内分泌科","糖尿病患者","焦虑,单纯性晕厥,易饿,空腹低血糖,心动过速","空腹血葡萄糖,胰岛素低血糖兴奋GH、ACTH试验,葡萄糖氧化酶生化分析仪法,葡萄糖氧化酶电极膜法,血清C肽","心律失常","药物治疗","全天麻胶囊,补肾强身片,糖尿乐片,详细"
"子宫内膜结核","子宫内膜结核是由结核杆菌引起的子宫内膜炎症，而由结核杆菌引起的女性生殖器官感染性疾病常先侵犯输卵管，再逐渐侵入子宫内膜、卵巢，很少累及宫颈、阴道、外阴。多为盆腔结核的一部分，常继发于肺结核、肾结核、胃肠、骨或关节结核等，偶尔也可为全身粟粒性肺结核的一部分。感染的主要来源是肺或腹膜结核。子宫内膜结核在生殖器官结核中占50～ 60%，常常是由输卵管结核蔓延扩展到子宫，病变多局限在子宫内膜，严重时可以侵犯子宫肌层。","None","子宫","妇科","既往有结核病史的妇女多见","消瘦,低烧,盗汗,消瘦,阴道分泌物增多","妇科常规检查,浆膜腔积液葡萄糖,结核杆菌检查,结核菌素皮内试验,血清免疫抑制酸性蛋白","不孕症","抗结核治疗","吡嗪酰胺片,盐酸乙胺丁醇胶囊,金鸡胶囊,详细"
"慢性淋巴细胞白血病","慢淋是一种B淋巴细胞的克隆性恶性疾病(T淋巴细胞少见)。本病常为无痛性的，伴有缓慢进展的成熟的小淋巴细胞的进行性蓄积，这种细胞的免疫机能不全，并且对抗原性刺激反应低下。免疫机能不全与异常的B细胞不适当的抗体形成有关，这些抗体对机体的免疫功能有抑制作用。慢淋的进展期可导致骨髓功能衰竭和直接的组织器官浸润。","慢淋,慢性淋巴细胞性白血病","淋巴","血液科,肿瘤科","60岁以上的人群最常见男性比...","腹胀,皮肤瘙痒,皮肤浸润,皮肤紫癜","CT检查,淋巴细胞计数,红细胞检查,血小板计数,骨髓象分析","多发性骨髓瘤,肉瘤,软组织肉瘤,肺癌","药物、化学、放射治疗","注射用磷酸氟达拉滨,乌苯美司胶囊,甲氨蝶呤片,详细"
"无排卵性不孕症","因卵巢不排卵而造成的不孕症，称为无排卵性不孕症。排卵障碍是构成不孕的主要原因之一，据统计排卵障碍约占女性不孕的25%～30%。","None","输卵管","生殖健康,妇科,中医科","育龄期妇女","月经稀少,月经周期改变,女性不孕,不排卵,阴道不规则出血","雌激素","发作性睡病,月经不调,新生儿泪囊炎,副鼻窦炎,颅咽管瘤","中医药物治疗、西医药物治疗","注射用绒促性素,注射用尿促性素,地屈孕酮片,详细"
